,High,Low,Open,Close,Volume,Adj Close,Company Name
4288,689.5,671.1500244140625,682.0,680.5499877929688,4447770.0,642.7918090820312,M&M
4289,724.25,696.0,696.25,708.4749755859375,7883572.0,669.16748046875,M&M
4290,720.5,708.0499877929688,715.0,712.625,3424678.0,673.08740234375,M&M
4291,717.375,704.5,715.0,709.25,2884778.0,669.8995361328125,M&M
4292,716.25,710.5499877929688,712.4749755859375,711.8499755859375,2303902.0,672.355224609375,M&M
4293,714.9249877929688,702.0750122070312,711.5250244140625,705.7249755859375,1607632.0,666.5701293945312,M&M
4294,725.5499877929688,706.7750244140625,711.5750122070312,715.9500122070312,3809378.0,676.227783203125,M&M
4295,720.0,705.0499877929688,716.75,708.75,1698402.0,669.42724609375,M&M
4296,717.3499755859375,707.0499877929688,709.0,713.3499755859375,1817262.0,673.7720947265625,M&M
4297,729.4749755859375,707.5,717.5,711.7750244140625,3822974.0,672.2844848632812,M&M
4298,719.9249877929688,707.0,716.5,708.8250122070312,1966036.0,669.4981079101562,M&M
4299,716.4249877929688,700.5499877929688,715.0,702.5999755859375,1884770.0,663.6184692382812,M&M
4300,707.0,689.4249877929688,704.5,693.8250122070312,3134784.0,655.330322265625,M&M
4301,704.6749877929688,691.6500244140625,699.0999755859375,693.6500244140625,3300750.0,655.1650390625,M&M
4302,702.5,691.875,696.5,694.125,2225100.0,655.6137084960938,M&M
4303,699.5,692.5,697.2999877929688,694.7249755859375,1879408.0,656.1803588867188,M&M
4304,697.7000122070312,690.4749755859375,696.3499755859375,693.5750122070312,2989436.0,655.0942993164062,M&M
4305,703.5999755859375,690.8499755859375,692.5,698.1500244140625,2256732.0,659.4154663085938,M&M
4306,709.125,685.0499877929688,700.0,688.0999755859375,2441604.0,649.9229125976562,M&M
4307,697.25,682.5,696.6500244140625,685.1500244140625,3336218.0,647.13671875,M&M
4308,687.5,674.375,685.0,678.0250244140625,1655834.0,640.406982421875,M&M
4309,689.5499877929688,676.0750122070312,680.0,677.8250122070312,1873788.0,640.218017578125,M&M
4310,679.4249877929688,672.5499877929688,677.5,674.2999877929688,1909516.0,636.8886108398438,M&M
4311,686.0,671.5,678.0,683.2249755859375,2047918.0,645.3184204101562,M&M
4312,688.5,675.8499755859375,682.5,677.5750122070312,860360.0,639.9819946289062,M&M
4313,697.7000122070312,680.75,682.5,692.5,2433212.0,654.0789184570312,M&M
4314,696.8499755859375,685.0,696.8499755859375,688.0250244140625,1561776.0,649.8521728515625,M&M
4315,696.9249877929688,685.2000122070312,685.2000122070312,688.0,1316700.0,649.8284301757812,M&M
4316,689.0,679.0,682.5,683.7000122070312,866646.0,645.76708984375,M&M
4317,697.5,686.9749755859375,687.0,695.0750122070312,4146842.0,656.510986328125,M&M
4318,698.0499877929688,687.5,697.5,688.3499755859375,1472052.0,650.1591186523438,M&M
4319,689.5,683.0250244140625,684.8499755859375,685.2000122070312,1589676.0,653.3533935546875,M&M
4320,691.2249755859375,684.5,688.9749755859375,687.7750244140625,1307346.0,655.8087768554688,M&M
4321,702.7000122070312,689.1500244140625,690.0,692.2999877929688,2626156.0,660.1234130859375,M&M
4322,700.9749755859375,688.5,690.9749755859375,690.0750122070312,1645736.0,658.0017700195312,M&M
4323,696.5,688.5750122070312,694.0,691.2000122070312,3795788.0,659.0745849609375,M&M
4324,698.9000244140625,690.6500244140625,693.5,696.7249755859375,1804436.0,664.3426513671875,M&M
4325,699.0,682.875,697.0,693.0250244140625,1401986.0,660.8147583007812,M&M
4326,695.9749755859375,687.5,692.9000244140625,694.4749755859375,1161322.0,662.197265625,M&M
4327,698.0499877929688,693.1500244140625,695.5999755859375,694.9000244140625,1441876.0,662.6025390625,M&M
4328,710.0999755859375,694.5250244140625,695.3499755859375,706.75,2535586.0,673.9017944335938,M&M
4329,711.875,697.5,710.0,699.0999755859375,3867130.0,666.6073608398438,M&M
4330,699.0,688.125,699.0,696.0999755859375,803316.0,663.7467041015625,M&M
4331,704.5,690.0499877929688,696.6500244140625,701.6500244140625,1021808.0,669.038818359375,M&M
4332,716.7000122070312,701.6500244140625,707.5,714.625,3883480.0,681.4107666015625,M&M
4333,716.8250122070312,704.1500244140625,715.2999877929688,707.2999877929688,952938.0,674.42626953125,M&M
4334,710.8250122070312,702.0499877929688,709.2000122070312,708.25,1126038.0,675.3321533203125,M&M
4335,712.2000122070312,697.5499877929688,710.0,709.0250244140625,4474648.0,676.071044921875,M&M
4336,715.0,692.4749755859375,695.0,700.375,2987954.0,667.8231201171875,M&M
4337,708.2750244140625,695.125,700.0250244140625,700.0,1705654.0,667.4655151367188,M&M
4338,703.2999877929688,692.2000122070312,698.75,696.1500244140625,1542222.0,663.7944946289062,M&M
4339,697.9000244140625,690.0,693.0,693.5250244140625,1632346.0,661.2914428710938,M&M
4340,693.0499877929688,670.0,690.0,674.0250244140625,2253020.0,642.6978149414062,M&M
4341,685.4500122070312,673.7999877929688,677.3499755859375,677.875,1370684.0,646.368896484375,M&M
4342,688.2249755859375,674.1749877929688,680.9500122070312,685.5999755859375,1489816.0,653.7347412109375,M&M
4343,687.4749755859375,679.2999877929688,686.0,683.5,1223074.0,651.732421875,M&M
4344,689.75,680.3250122070312,682.0,685.0,1357710.0,653.1626586914062,M&M
4345,696.4749755859375,685.0750122070312,685.0999755859375,689.3250122070312,1405084.0,657.2867431640625,M&M
4346,692.9000244140625,685.5,691.3499755859375,687.3250122070312,584698.0,655.3796997070312,M&M
4347,693.5,683.5250244140625,689.0,687.0999755859375,1578484.0,655.1651000976562,M&M
4348,691.5,683.9000244140625,687.5,687.5750122070312,1580092.0,655.6179809570312,M&M
4349,690.2249755859375,683.25,690.0,686.5250244140625,2070446.0,654.6168823242188,M&M
4350,689.5,683.5250244140625,687.625,688.4749755859375,1075712.0,656.4761962890625,M&M
4351,694.2750244140625,676.9249877929688,692.5,679.0750122070312,2110352.0,647.5130615234375,M&M
4352,680.1500244140625,666.5,679.0,672.4000244140625,3116004.0,641.1483154296875,M&M
4353,675.8250122070312,668.4500122070312,672.4000244140625,673.7999877929688,2174602.0,642.4832763671875,M&M
4354,674.0,662.0499877929688,674.0,664.1500244140625,814606.0,633.2818603515625,M&M
4355,665.7249755859375,656.7249755859375,664.5250244140625,662.3250122070312,1547776.0,631.5416259765625,M&M
4356,662.3250122070312,655.0,660.7000122070312,658.2750244140625,1298532.0,627.6798095703125,M&M
4357,671.5,659.3250122070312,659.3250122070312,669.9749755859375,2328682.0,638.8360595703125,M&M
4358,673.4249877929688,644.0999755859375,672.5,647.7000122070312,3938974.0,617.5963745117188,M&M
4359,665.0,639.0,650.0,640.0999755859375,3330838.0,610.3495483398438,M&M
4360,652.4500122070312,639.4749755859375,642.0,650.375,2122904.0,620.1470336914062,M&M
4361,660.0250244140625,651.5,655.0,653.6749877929688,4776058.0,623.2935791015625,M&M
4362,656.5,644.125,656.5,645.375,1431844.0,615.37939453125,M&M
4363,652.0,642.5,645.0,647.125,1680374.0,617.0480346679688,M&M
4364,653.0999755859375,645.5,650.5,647.5,1302442.0,617.4056396484375,M&M
4365,652.3499755859375,644.0499877929688,652.0,647.375,975052.0,617.286376953125,M&M
4366,653.0999755859375,644.7999877929688,650.0499877929688,646.2249755859375,1676474.0,616.1898803710938,M&M
4367,648.3250122070312,640.0499877929688,646.75,645.7249755859375,970210.0,615.713134765625,M&M
4368,648.5,640.7750244140625,644.0,643.5750122070312,1716992.0,613.6630859375,M&M
4369,646.0,623.0,641.2999877929688,630.0,2290416.0,600.718994140625,M&M
4370,632.7249755859375,621.1749877929688,632.6500244140625,623.5750122070312,1314494.0,594.5925903320312,M&M
4371,627.7000122070312,612.0,626.5,616.0,1420550.0,587.3696899414062,M&M
4372,624.5,612.5,616.0,615.2750244140625,3082168.0,586.6784057617188,M&M
4373,630.25,615.5,615.5,627.125,2433430.0,597.9776000976562,M&M
4374,645.7249755859375,626.375,632.5,632.1500244140625,3570708.0,602.76904296875,M&M
4375,645.9000244140625,628.125,632.0,644.375,2356486.0,614.4259033203125,M&M
4376,658.0,646.5,655.0,650.375,4212796.0,620.1470336914062,M&M
4377,660.5999755859375,649.625,654.9500122070312,651.5,1825894.0,621.2197265625,M&M
4378,656.4500122070312,649.5,650.5250244140625,652.4249877929688,835364.0,622.1016845703125,M&M
4379,659.5,650.5750122070312,659.0,652.5499877929688,1387442.0,622.2208862304688,M&M
4380,665.125,653.0,654.5,659.7249755859375,3285560.0,629.0624389648438,M&M
4381,670.7999877929688,657.0750122070312,660.125,669.0750122070312,1648332.0,637.9778442382812,M&M
4382,672.8250122070312,661.5,669.0,662.6500244140625,1083280.0,631.8514404296875,M&M
4383,687.9500122070312,665.1500244140625,669.4500122070312,684.2999877929688,2340580.0,652.4952392578125,M&M
4384,687.75,671.75,686.9500122070312,686.6749877929688,2047488.0,654.7598266601562,M&M
4385,689.25,681.0999755859375,686.0,685.2750244140625,1196844.0,653.4249877929688,M&M
4386,689.5,680.0499877929688,683.375,687.875,350390.0,655.9041137695312,M&M
4387,696.9749755859375,673.2999877929688,690.0,683.5250244140625,1199328.0,651.7562255859375,M&M
4388,682.9500122070312,673.4749755859375,680.2750244140625,675.3250122070312,781906.0,643.9373168945312,M&M
4389,686.7999877929688,674.4749755859375,677.0,682.3499755859375,1328304.0,650.6358642578125,M&M
4390,690.3499755859375,682.25,687.2249755859375,686.4749755859375,3304178.0,654.5691528320312,M&M
4391,695.3499755859375,685.7750244140625,686.4749755859375,693.8499755859375,1549084.0,661.6013793945312,M&M
4392,696.3250122070312,685.0250244140625,694.0,687.375,1126068.0,655.4273071289062,M&M
4393,689.0,671.0499877929688,689.0,672.4000244140625,1599456.0,641.1483154296875,M&M
4394,681.5999755859375,668.0,673.625,675.375,3930716.0,643.985107421875,M&M
4395,674.7000122070312,665.5250244140625,671.5,667.6749877929688,1740658.0,636.6428833007812,M&M
4396,671.4749755859375,660.0499877929688,669.5,665.375,2168762.0,634.4498291015625,M&M
4397,688.8499755859375,671.6500244140625,673.9249877929688,683.0750122070312,5150692.0,651.3271484375,M&M
4398,691.0,674.0,690.0,676.875,4427324.0,645.415283203125,M&M
4399,687.5,677.0,680.5,683.5,1371018.0,651.732421875,M&M
