Date,High,Low,Open,Close,Volume,Adj Close,Company Name
2010-02-04,6068.0,5789.0,5999.0,5813.2998046875,6897.0,5658.68994140625,MRF
2010-02-05,5780.0,5650.5,5700.0,5720.25,7849.0,5568.1162109375,MRF
2010-02-08,5850.0,5701.0,5758.0,5819.14990234375,6318.0,5664.3828125,MRF
2010-02-09,6074.0,5795.0,5820.0,6025.5498046875,17233.0,5865.29541015625,MRF
2010-02-10,6080.0,5852.75,6070.0,5901.89990234375,7965.0,5744.93408203125,MRF
2010-02-11,5993.2998046875,5851.0,5950.0,5876.85009765625,4374.0,5720.54931640625,MRF
2010-02-15,5966.9501953125,5810.0,5965.0,5841.7998046875,3584.0,5686.43212890625,MRF
2010-02-16,5900.0,5770.0,5880.0,5784.4501953125,6171.0,5630.60888671875,MRF
2010-02-17,5900.0,5810.0498046875,5847.89990234375,5829.60009765625,5082.0,5674.55712890625,MRF
2010-02-18,5860.0,5770.0,5829.0,5785.14990234375,3454.0,5631.2890625,MRF
2010-02-19,5789.9501953125,5710.10009765625,5750.0,5744.2998046875,3497.0,5591.5234375,MRF
2010-02-22,5839.0,5715.14990234375,5799.0,5745.7001953125,7669.0,5592.88818359375,MRF
2010-02-23,5774.7998046875,5675.0,5730.0,5696.2001953125,4301.0,5544.705078125,MRF
2010-02-24,5680.0,5600.0,5680.0,5614.5498046875,3962.0,5465.22509765625,MRF
2010-02-25,5657.0,5600.0,5630.0498046875,5614.35009765625,2910.0,5483.58740234375,MRF
2010-02-26,5765.0,5580.0,5620.0,5659.60009765625,6567.0,5527.78466796875,MRF
2010-03-02,5865.0,5703.0,5739.9501953125,5817.89990234375,7724.0,5682.39697265625,MRF
2010-03-03,5925.0,5830.0,5850.0,5855.7998046875,4800.0,5719.4150390625,MRF
2010-03-04,6350.0,5800.0,5800.0,6287.35009765625,46654.0,6140.9140625,MRF
2010-03-05,6329.0,6100.0,6300.2001953125,6121.2001953125,17971.0,5978.6328125,MRF
2010-03-08,6276.0,5297.0,5297.0,6237.14990234375,17520.0,6091.8828125,MRF
2010-03-09,6418.7001953125,6120.0,6120.0,6301.5,25306.0,6154.7333984375,MRF
2010-03-10,6390.0,6251.0,6276.0,6293.89990234375,11051.0,6147.31005859375,MRF
2010-03-11,6351.0,6275.0,6351.0,6318.85009765625,9858.0,6171.68017578125,MRF
2010-03-12,6435.0,6290.10009765625,6338.0,6358.7998046875,15994.0,6210.69921875,MRF
2010-03-15,6394.39990234375,6230.0,6394.39990234375,6266.89990234375,7642.0,6120.9375,MRF
2010-03-16,6539.85009765625,6251.14990234375,6280.0,6501.85009765625,37466.0,6350.416015625,MRF
2010-03-17,6549.0,6338.2998046875,6535.0,6369.39990234375,14127.0,6221.05224609375,MRF
2010-03-18,7244.85009765625,6312.0498046875,6370.0,7094.89990234375,140611.0,6929.65576171875,MRF
2010-03-19,7125.4501953125,6825.0,7045.0,7041.60009765625,98915.0,6877.59521484375,MRF
2010-03-22,7298.0,6915.0,6950.0,7184.85009765625,70534.0,7017.51123046875,MRF
2010-03-23,7318.0,7110.0,7200.0,7159.2998046875,29857.0,6992.5537109375,MRF
2010-03-25,7229.0,7036.10009765625,7159.2998046875,7087.0,18178.0,6921.93896484375,MRF
2010-03-26,7160.0,6910.0,7101.0,6964.64990234375,11594.0,6802.4384765625,MRF
2010-03-29,7050.0,6805.0,7015.0,6881.5498046875,10207.0,6721.27197265625,MRF
2010-03-30,6974.0,6780.0,6948.0,6800.2998046875,9641.0,6641.91552734375,MRF
2010-03-31,6862.0,6760.0,6845.0,6784.35009765625,7766.0,6626.337890625,MRF
2010-04-01,6968.0,6804.0,6845.0,6899.5,15001.0,6738.806640625,MRF
2010-04-05,7099.0,6887.0,6959.39990234375,6961.7998046875,19822.0,6799.6533203125,MRF
2010-04-06,7019.39990234375,6870.0,6951.0,6893.0,6628.0,6732.4580078125,MRF
2010-04-07,7249.0,6900.5498046875,6939.0,7209.75,61369.0,7041.83056640625,MRF
2010-04-08,7273.2998046875,7032.0,7189.7998046875,7068.25,22865.0,6903.62548828125,MRF
2010-04-09,7199.0,7060.0,7100.0,7086.5,10563.0,6921.45166015625,MRF
2010-04-12,7148.0,7011.10009765625,7134.89990234375,7045.39990234375,5539.0,6881.306640625,MRF
2010-04-13,7360.0,7050.0498046875,7074.39990234375,7193.9501953125,28951.0,7026.3974609375,MRF
2010-04-15,7274.39990234375,7078.0,7220.0,7096.25,13081.0,6930.97265625,MRF
2010-04-16,7173.0,6985.0,7070.0,7028.39990234375,11228.0,6864.7021484375,MRF
2010-04-19,7060.0,6892.0,6990.0,6999.39990234375,16621.0,6836.3798828125,MRF
2010-04-20,7166.7998046875,7000.0,7000.0,7066.7001953125,13562.0,6902.10986328125,MRF
2010-04-21,7179.0,7050.0,7088.0,7069.2998046875,9420.0,6904.65234375,MRF
2010-04-22,7149.7998046875,7020.0,7058.0,7054.7001953125,7302.0,6890.390625,MRF
2010-04-23,7116.85009765625,7000.0498046875,7079.39990234375,7022.85009765625,5220.0,6859.2841796875,MRF
2010-04-26,7230.89990234375,7030.0,7089.39990234375,7119.35009765625,21598.0,6953.53466796875,MRF
2010-04-27,7274.0,7126.2001953125,7135.0,7194.9501953125,18797.0,7027.37548828125,MRF
2010-04-28,7185.0,7050.0,7144.39990234375,7064.14990234375,8570.0,6899.6201171875,MRF
2010-04-29,7264.0,7035.5498046875,7153.2998046875,7067.7001953125,36876.0,6903.08837890625,MRF
2010-04-30,7175.0,7065.0,7148.89990234375,7086.75,10062.0,6921.6962890625,MRF
2010-05-03,7123.0,6961.0,7049.39990234375,6979.9501953125,5694.0,6817.380859375,MRF
2010-05-04,7060.0,6845.0,7060.0,6864.7998046875,8742.0,6704.91259765625,MRF
2010-05-05,6925.0,6725.0,6750.14990234375,6868.75,9120.0,6708.77099609375,MRF
2010-05-06,6990.0498046875,6860.0,6918.0,6928.2001953125,7930.0,6766.83740234375,MRF
2010-05-07,6920.0,6723.0,6899.89990234375,6762.39990234375,6642.0,6604.8994140625,MRF
2010-05-10,7001.0,6800.0498046875,6800.0498046875,6992.5498046875,6193.0,6829.68896484375,MRF
2010-05-11,7049.0,6790.0,6911.14990234375,7006.35009765625,6165.0,6843.16748046875,MRF
2010-05-12,7138.0,6995.0,7000.0,7003.35009765625,7026.0,6840.23779296875,MRF
2010-05-13,7188.0,7050.0,7066.10009765625,7127.2998046875,7630.0,6961.2998046875,MRF
2010-05-14,7575.0,7095.0,7095.0,7436.9501953125,45854.0,7263.73876953125,MRF
2010-05-17,7398.0,7200.0,7394.2998046875,7326.2998046875,12510.0,7155.66455078125,MRF
2010-05-18,7612.0,7288.0,7310.0,7402.35009765625,25913.0,7229.9443359375,MRF
2010-05-19,7558.0,7261.0,7350.0,7317.0498046875,14534.0,7146.63134765625,MRF
2010-05-20,7490.0,7307.5498046875,7386.9501953125,7325.7998046875,7889.0,7155.17578125,MRF
2010-05-21,7300.0,7160.0,7300.0,7206.9501953125,6825.0,7039.0947265625,MRF
2010-05-24,7352.7998046875,7234.25,7242.0,7290.14990234375,5994.0,7120.3564453125,MRF
2010-05-25,7350.0,7220.0,7260.0,7311.89990234375,8411.0,7141.60009765625,MRF
2010-05-26,7474.0,7280.10009765625,7330.0,7321.5,5099.0,7150.9775390625,MRF
2010-05-27,7417.5,7320.0,7340.14990234375,7343.4501953125,3619.0,7172.41650390625,MRF
2010-05-28,7431.0,7313.0,7399.0,7378.4501953125,6308.0,7206.60205078125,MRF
2010-05-31,7470.0,7276.0,7450.0,7327.25,4348.0,7156.59326171875,MRF
2010-06-01,7410.0,7190.0,7327.5,7221.75,6065.0,7053.55078125,MRF
2010-06-02,7300.0,7202.0,7265.0,7233.14990234375,2273.0,7064.6826171875,MRF
2010-06-03,7347.0,7270.10009765625,7347.0,7291.25,2837.0,7121.4306640625,MRF
2010-06-04,7345.0,7251.10009765625,7320.0,7280.89990234375,2979.0,7111.32275390625,MRF
2010-06-07,7342.0,7100.0,7100.0,7201.39990234375,5401.0,7033.67333984375,MRF
2010-06-08,7424.0,7100.0,7210.0,7306.2998046875,10943.0,7136.13134765625,MRF
2010-06-09,7411.0,7233.0,7233.0,7286.89990234375,4879.0,7117.18359375,MRF
2010-06-10,7410.0,7276.0,7344.0,7296.60009765625,23324.0,7126.65966796875,MRF
2010-06-11,7374.0,7240.0,7370.0,7263.25,2971.0,7094.08447265625,MRF
2010-06-14,7375.0,7285.0,7349.0,7339.7998046875,4772.0,7168.8505859375,MRF
2010-06-15,7940.0,7300.0,7310.0,7630.0498046875,47743.0,7452.3408203125,MRF
2010-06-16,7744.0,7435.5,7649.0,7471.2001953125,12371.0,7297.19140625,MRF
2010-06-17,7625.0,7430.0,7526.0,7518.9501953125,6927.0,7343.82763671875,MRF
2010-06-18,7609.0,7385.0,7578.0,7419.7998046875,7270.0,7246.98828125,MRF
2010-06-21,7775.0,7430.0,7499.0,7580.7998046875,24927.0,7404.23779296875,MRF
2010-06-22,7769.0,7393.2998046875,7456.10009765625,7632.85009765625,21324.0,7455.07568359375,MRF
2010-06-23,7830.0,7561.14990234375,7625.0,7749.4501953125,23291.0,7568.95947265625,MRF
2010-06-24,7949.0,7740.0,7740.0,7856.2998046875,21131.0,7673.3212890625,MRF
2010-06-25,7990.0,7661.0,7829.0,7710.25,14902.0,7530.6728515625,MRF
2010-06-28,7839.5,7666.0,7720.0,7733.35009765625,7204.0,7553.23583984375,MRF
2010-06-29,7968.0,7705.0,7774.39990234375,7768.7001953125,27430.0,7587.7626953125,MRF
2010-06-30,7820.0,7668.0,7676.0,7748.0,7986.0,7567.544921875,MRF
2010-07-01,7815.0,7601.0,7735.0,7699.9501953125,4693.0,7520.61279296875,MRF
2010-07-02,7930.0,7671.0,7780.89990234375,7867.0,17282.0,7683.771484375,MRF
2010-07-05,8040.0,7796.0,7820.0,7838.0,9978.0,7655.447265625,MRF
2010-07-06,7909.0,7822.10009765625,7870.0,7840.60009765625,4920.0,7657.9873046875,MRF
2010-07-07,7910.0,7750.0,7811.0,7771.0,7755.0,7590.005859375,MRF
2010-07-08,7960.5,7800.0,7838.39990234375,7827.35009765625,24862.0,7645.0458984375,MRF
2010-07-09,7898.0,7760.0,7864.39990234375,7793.5,6939.0,7611.98291015625,MRF
2010-07-12,7880.0,7775.0,7835.0,7798.2998046875,3492.0,7616.67236328125,MRF
2010-07-13,7949.0,7800.0,7825.0,7839.35009765625,12055.0,7656.7666015625,MRF
2010-07-14,7907.7001953125,7700.0,7898.0,7746.60009765625,5351.0,7566.17626953125,MRF
2010-07-15,7840.0,7750.10009765625,7755.0,7758.89990234375,5322.0,7578.19091796875,MRF
2010-07-16,7799.7998046875,7712.35009765625,7790.0,7733.2998046875,2828.0,7553.1875,MRF
2010-07-19,7769.7001953125,7670.0498046875,7760.0,7709.5498046875,3072.0,7529.98779296875,MRF
2010-07-20,7820.0,7681.25,7720.0,7705.25,5048.0,7525.7880859375,MRF
2010-07-21,7777.0,7690.0498046875,7760.0,7713.25,3864.0,7533.60205078125,MRF
2010-07-22,7860.0,7690.0,7702.0,7738.0,6303.0,7557.77734375,MRF
2010-07-23,7797.0,7690.0,7776.0,7710.10009765625,3765.0,7530.5263671875,MRF
2010-07-26,7767.0,7630.0,7767.0,7652.4501953125,2809.0,7474.21875,MRF
2010-07-27,7798.0,7585.0,7652.0,7690.60009765625,7887.0,7511.48046875,MRF
2010-07-28,7787.2998046875,7480.0,7749.0,7505.64990234375,16021.0,7330.837890625,MRF
2010-07-29,7475.0,7300.0,7405.0,7315.9501953125,6644.0,7145.55615234375,MRF
2010-07-30,7441.0,7310.10009765625,7350.0,7329.5498046875,4521.0,7158.8388671875,MRF
2010-08-02,7412.0,7286.0,7313.35009765625,7346.89990234375,4998.0,7175.78515625,MRF
2010-08-03,7408.0,7285.0,7376.7001953125,7298.39990234375,3754.0,7128.41357421875,MRF
2010-08-04,7360.0,7300.2001953125,7320.0,7308.60009765625,2382.0,7138.3779296875,MRF
2010-08-05,7769.0,7300.10009765625,7333.0,7511.4501953125,16590.0,7336.50244140625,MRF
2010-08-06,7650.0,7401.0498046875,7510.0,7427.5498046875,9210.0,7257.4560546875,MRF
2010-08-09,7600.0,7430.0,7464.39990234375,7466.14990234375,6709.0,7295.171875,MRF
2010-08-10,7540.0,7340.0,7520.0,7380.14990234375,5005.0,7211.1416015625,MRF
2010-08-11,7444.9501953125,7305.2001953125,7351.0,7316.39990234375,2329.0,7148.85205078125,MRF
2010-08-12,7478.0,7301.10009765625,7347.89990234375,7364.7998046875,4855.0,7196.142578125,MRF
2010-08-13,7440.0,7334.0,7366.0,7353.10009765625,2352.0,7184.7119140625,MRF
2010-08-16,7410.0,7311.2001953125,7396.0,7324.5,1867.0,7156.76611328125,MRF
2010-08-17,7609.2001953125,7300.0,7321.0,7463.0,12419.0,7292.09375,MRF
2010-08-18,7695.0,7500.25,7524.0,7617.25,17214.0,7442.81201171875,MRF
2010-08-19,7690.0,7531.0,7640.0,7574.5498046875,4256.0,7401.08837890625,MRF
2010-08-20,7840.0,7520.0,7579.0,7733.7001953125,27962.0,7556.5966796875,MRF
2010-08-23,8300.0,7725.0,7775.0,8162.5,77143.0,7975.57373046875,MRF
2010-08-24,8220.0,7890.0,8163.0,7941.0,17619.0,7759.14794921875,MRF
2010-08-25,7976.0,7725.0,7940.0,7745.7001953125,6637.0,7568.3212890625,MRF
2010-08-26,8068.0,7765.0,7765.0,7810.60009765625,14740.0,7631.73291015625,MRF
2010-08-27,7945.0,7605.0,7849.0,7682.85009765625,7440.0,7506.91162109375,MRF
2010-08-30,7845.0,7625.0,7750.0,7648.5498046875,6625.0,7473.396484375,MRF
2010-08-31,7731.0,7535.0,7664.2998046875,7593.9501953125,4687.0,7420.044921875,MRF
2010-09-01,7740.0,7608.0,7658.0,7649.85009765625,6279.0,7474.66455078125,MRF
2010-09-02,8150.0,7650.0,7725.0,8065.2998046875,40404.0,7880.6015625,MRF
2010-09-03,8865.0,7967.0,8140.0,8661.25,106501.0,8462.9013671875,MRF
2010-09-06,9250.0,8670.0,8670.0,9073.0,91356.0,8865.224609375,MRF
2010-09-07,9218.0,8900.0,9050.0,9012.5,53758.0,8806.107421875,MRF
2010-09-08,9420.0,8951.0498046875,9005.0,9221.400390625,59509.0,9010.2255859375,MRF
2010-09-09,9370.0,9142.0,9280.0,9172.5,15791.0,8962.447265625,MRF
2010-09-13,9439.7998046875,9178.0,9250.0,9212.2998046875,19997.0,9001.3349609375,MRF
2010-09-14,9324.0,9080.0,9249.400390625,9100.349609375,13959.0,8891.9462890625,MRF
2010-09-15,9280.0,9050.0,9177.7001953125,9075.650390625,14289.0,8867.8125,MRF
2010-09-16,9176.7001953125,8990.0,9176.7001953125,9013.5498046875,10593.0,8807.1337890625,MRF
2010-09-17,9170.0,8936.0,9123.9501953125,8971.900390625,9464.0,8766.4375,MRF
2010-09-20,9140.0,9001.099609375,9047.0,9016.7998046875,7280.0,8810.3125,MRF
2010-09-21,9108.0,8820.0,9089.7001953125,8888.2001953125,9045.0,8684.65625,MRF
2010-09-22,8967.9501953125,8701.5,8860.0,8764.5498046875,7342.0,8563.8408203125,MRF
2010-09-23,8931.0,8670.0,8835.0,8695.4501953125,10924.0,8496.3203125,MRF
2010-09-24,9020.0,8710.0498046875,8730.0,8958.2998046875,24505.0,8753.1513671875,MRF
2010-09-27,9050.0,8752.2001953125,8985.0,8866.5498046875,13786.0,8663.501953125,MRF
2010-09-28,9115.0,8701.0,8939.0,8874.25,18059.0,8671.029296875,MRF
2010-09-29,8969.0,8770.0,8968.9501953125,8779.2001953125,6513.0,8578.15234375,MRF
2010-09-30,8840.0,8690.0,8840.0,8759.4501953125,5262.0,8558.8544921875,MRF
2010-10-01,9120.0,8792.099609375,8819.9501953125,9070.400390625,17894.0,8862.68359375,MRF
2010-10-04,9164.0,8925.0,9110.099609375,8998.7001953125,9247.0,8792.623046875,MRF
2010-10-05,9065.0,8950.0,9000.0,8961.9501953125,5348.0,8756.71484375,MRF
2010-10-06,9060.0,8933.0,9040.0,8952.099609375,2765.0,8747.0908203125,MRF
2010-10-07,9080.0,8820.0,8961.0,8853.849609375,10681.0,8651.0927734375,MRF
2010-10-08,8907.7001953125,8750.0,8907.7001953125,8786.7001953125,3449.0,8585.4814453125,MRF
2010-10-11,8886.0,8752.0,8825.0,8779.900390625,3053.0,8578.8369140625,MRF
2010-10-12,9560.0,8775.0,8799.9501953125,9321.4501953125,105006.0,9107.9814453125,MRF
2010-10-13,9739.0,9290.0,9315.0,9322.0498046875,63497.0,9108.5693359375,MRF
2010-10-14,9522.0,9230.5,9389.0,9285.25,17316.0,9072.615234375,MRF
2010-10-15,9450.0,9240.0,9330.0,9304.650390625,15086.0,9091.572265625,MRF
2010-10-18,9340.0,9190.2001953125,9305.0,9223.5,6868.0,9012.2802734375,MRF
2010-10-19,9555.0,9250.0,9293.0,9373.2001953125,17922.0,9158.5498046875,MRF
2010-10-20,9600.25,9265.099609375,9399.900390625,9295.5498046875,9435.0,9082.677734375,MRF
2010-10-21,9430.0,9207.0,9330.0,9274.5,8992.0,9062.1103515625,MRF
2010-10-22,9342.0,9161.0,9246.0,9189.5498046875,5529.0,8979.1044921875,MRF
2010-10-25,9338.0,9156.0,9319.0,9186.7001953125,5534.0,8976.318359375,MRF
2010-10-26,9285.0,9130.099609375,9250.0,9155.9501953125,6077.0,8946.27734375,MRF
2010-10-27,9620.0,9165.0,9176.0,9540.5,40468.0,9322.01953125,MRF
2010-10-28,9824.0,9350.0498046875,9500.0,9547.849609375,34852.0,9329.2001953125,MRF
2010-10-29,9575.0,9230.0,9575.0,9304.5498046875,24224.0,9091.47265625,MRF
2010-11-01,9470.0,9300.0,9399.900390625,9334.2998046875,8228.0,9120.541015625,MRF
2010-11-02,9388.75,9230.0,9330.0,9241.400390625,6964.0,9032.66796875,MRF
2010-11-03,9754.0,9240.0,9300.0,9522.4501953125,48413.0,9307.3740234375,MRF
2010-11-04,9666.0,9495.099609375,9540.0,9516.7001953125,9617.0,9301.75390625,MRF
2010-11-08,9600.0,9350.0,9600.0,9379.2001953125,5621.0,9167.3583984375,MRF
2010-11-09,9520.0,9320.0,9460.0,9358.75,6988.0,9147.3701171875,MRF
2010-11-10,9599.0,9359.7001953125,9390.0,9484.0,23848.0,9269.7919921875,MRF
2010-11-11,9559.900390625,9345.0,9439.0,9362.7998046875,6526.0,9151.328125,MRF
2010-11-12,9420.0,8901.0498046875,9344.599609375,8952.9501953125,12585.0,8750.7353515625,MRF
2010-11-15,9049.900390625,8760.0,8980.0,8799.0498046875,11254.0,8600.3115234375,MRF
2010-11-16,9057.9501953125,8656.0,9001.0,8674.650390625,14996.0,8478.7236328125,MRF
2010-11-18,8848.0,8411.0,8505.0498046875,8599.2001953125,7781.0,8404.974609375,MRF
2010-11-19,8699.9501953125,8313.0,8635.0,8382.5,7726.0,8193.169921875,MRF
2010-11-22,9344.0,8342.0498046875,9344.0,8425.9501953125,6805.0,8235.6396484375,MRF
2010-11-23,8599.7001953125,8210.0,8400.0,8359.900390625,10732.0,8171.07958984375,MRF
2010-11-24,8535.0,8320.0498046875,8400.0,8359.75,9794.0,8170.9306640625,MRF
2010-11-25,8493.5,7780.0498046875,8370.0,7961.14990234375,15812.0,7781.3369140625,MRF
2010-11-26,8100.0,7700.0,8100.0,7819.10009765625,17239.0,7642.49609375,MRF
2010-11-29,8000.0,7626.10009765625,8000.0,7757.64990234375,11395.0,7582.43359375,MRF
2010-11-30,7970.0,7650.0,7650.0,7853.5,11766.0,7676.11865234375,MRF
2010-12-01,8100.0,7775.0,7900.0,8028.85009765625,11565.0,7847.5068359375,MRF
2010-12-02,8255.0,8050.0,8050.0,8154.35009765625,14211.0,7970.1728515625,MRF
2010-12-03,8199.7998046875,7860.0,8189.0,7964.2998046875,9385.0,7784.416015625,MRF
2010-12-06,8215.25,7953.0,8045.0,7975.5498046875,5279.0,7795.4130859375,MRF
2010-12-07,8025.2001953125,7850.10009765625,7981.0,7867.14990234375,7214.0,7689.458984375,MRF
2010-12-08,7839.9501953125,7651.0,7839.9501953125,7671.14990234375,5887.0,7497.88623046875,MRF
2010-12-09,7726.7001953125,7201.10009765625,7726.7001953125,7229.75,10407.0,7066.45703125,MRF
2010-12-10,7469.7001953125,7041.0498046875,7231.10009765625,7398.89990234375,9279.0,7231.78759765625,MRF
2010-12-13,7532.10009765625,7359.0,7499.0,7450.60009765625,5302.0,7282.318359375,MRF
2010-12-14,7575.0,7442.0,7469.0,7501.89990234375,5450.0,7332.4609375,MRF
2010-12-15,7559.9501953125,7225.60009765625,7501.10009765625,7309.7998046875,7732.0,7144.6982421875,MRF
2010-12-16,7349.9501953125,7150.0,7347.39990234375,7246.0,6991.0,7082.34033203125,MRF
2010-12-20,7349.89990234375,7222.0498046875,7255.0,7275.10009765625,3528.0,7110.783203125,MRF
2010-12-21,7380.0,7265.0,7350.0,7297.60009765625,4078.0,7132.77490234375,MRF
2010-12-22,7350.0,7210.10009765625,7218.0,7217.14990234375,4485.0,7054.14111328125,MRF
2010-12-23,7295.0,7161.0,7295.0,7179.14990234375,3881.0,7016.9990234375,MRF
2010-12-24,7510.35009765625,7259.89990234375,7259.89990234375,7337.35009765625,30518.0,7171.6259765625,MRF
2010-12-27,7395.0,7267.0,7390.0,7285.39990234375,7057.0,7120.8486328125,MRF
2010-12-28,7330.0,7200.0,7330.0,7203.4501953125,6617.0,7040.7509765625,MRF
2010-12-29,7285.0,7151.2998046875,7160.0,7178.64990234375,6486.0,7016.51123046875,MRF
2010-12-30,7261.0,7170.0,7249.0,7181.9501953125,5301.0,7019.73681640625,MRF
2010-12-31,7285.0,7166.5,7250.0,7202.5,14617.0,7039.82275390625,MRF
2011-01-03,7450.0,7252.0,7252.0,7356.39990234375,21367.0,7190.2451171875,MRF
2011-01-04,7525.0,7351.10009765625,7420.0,7406.7998046875,15605.0,7239.5078125,MRF
2011-01-05,7462.0,7288.0,7400.0498046875,7326.85009765625,6827.0,7161.365234375,MRF
2011-01-06,7384.5,7155.0,7332.0,7179.9501953125,7488.0,7017.78125,MRF
2011-01-07,7270.0,7025.0,7270.0,7059.64990234375,7208.0,6900.19921875,MRF
2011-01-10,7100.0,6636.2001953125,7100.0,6670.5,11355.0,6519.83740234375,MRF
2011-01-11,6888.0,6549.0,6700.0,6596.85009765625,12869.0,6447.8515625,MRF
2011-01-12,6800.0,6550.0,6690.0,6684.2998046875,9223.0,6533.326171875,MRF
2011-01-13,6919.89990234375,6620.0,6665.0498046875,6675.7001953125,11491.0,6524.92041015625,MRF
2011-01-14,6772.0,6542.0,6675.0,6579.0,6431.0,6430.4052734375,MRF
2011-01-17,6675.0,6400.0,6600.0,6451.5498046875,8979.0,6305.83154296875,MRF
2011-01-18,6562.7001953125,6460.0,6547.0,6514.2998046875,4683.0,6367.166015625,MRF
2011-01-19,6580.0,6460.0,6580.0,6491.0,3411.0,6344.392578125,MRF
2011-01-20,6600.0,6425.0,6450.14990234375,6574.14990234375,6250.0,6425.66357421875,MRF
2011-01-21,6675.0,6551.0,6599.0,6616.9501953125,3953.0,6467.49755859375,MRF
2011-01-24,6742.0,6567.0498046875,6649.0,6635.14990234375,8387.0,6485.2880859375,MRF
2011-01-25,6725.0,6555.0,6665.0,6588.2001953125,4216.0,6439.396484375,MRF
2011-01-27,6700.0,6600.0,6641.89990234375,6651.0,6826.0,6500.779296875,MRF
2011-01-28,6655.0,6138.89990234375,6650.0,6158.7001953125,13225.0,6042.30859375,MRF
2011-01-31,6149.9501953125,5860.0498046875,5935.2001953125,6059.2001953125,11115.0,5944.6884765625,MRF
2011-02-01,6100.0,5866.0,6100.0,5898.9501953125,10465.0,5787.46826171875,MRF
2011-02-02,6118.0,5880.0,6000.0,5912.64990234375,5968.0,5800.91015625,MRF
2011-02-03,6138.0,5904.0,5984.0,6100.7998046875,8242.0,5985.50341796875,MRF
2011-02-04,6175.10009765625,5900.0,6101.0,5920.60009765625,9005.0,5808.7099609375,MRF
2011-02-07,6000.0,5920.0498046875,6000.0,5975.7001953125,4076.0,5862.7685546875,MRF
2011-02-08,6099.0,5736.7001953125,6025.0,5867.0498046875,5135.0,5756.17138671875,MRF
2011-02-09,5870.0,5501.0,5850.0,5544.14990234375,9426.0,5439.37353515625,MRF
2011-02-10,5710.0,5325.0,5555.0,5572.10009765625,23926.0,5466.79736328125,MRF
2011-02-11,6125.0,5575.0,5575.0,6058.0498046875,20606.0,5943.5615234375,MRF
2011-02-14,6279.9501953125,6090.0,6110.0,6199.0,12802.0,6081.84814453125,MRF
2011-02-15,6280.0,6125.0,6200.0,6195.0498046875,10973.0,6077.97265625,MRF
2011-02-16,6240.0,6115.0,6205.0,6149.14990234375,6203.0,6032.93994140625,MRF
2011-02-17,6199.0,6075.0,6140.0,6087.35009765625,10554.0,5972.306640625,MRF
2011-02-18,6139.0,5875.10009765625,6137.7998046875,5907.85009765625,7943.0,5796.2001953125,MRF
2011-02-21,5979.0,5816.0,5816.0,5905.9501953125,4840.0,5794.33642578125,MRF
2011-02-22,5919.0498046875,5750.0,5821.0,5809.89990234375,4647.0,5700.10205078125,MRF
2011-02-23,5870.0,5766.0,5869.9501953125,5790.35009765625,4743.0,5680.91943359375,MRF
2011-02-24,5840.0,5530.2001953125,5840.0,5571.85009765625,8844.0,5466.55078125,MRF
2011-02-25,5689.0,5540.0,5603.0,5560.0,5807.0,5454.9248046875,MRF
2011-02-28,5769.0,5518.0,5518.0,5663.5,8726.0,5556.4697265625,MRF
